game_pk,date,away_team,away_score,home_score,home_team,win_team,lose_team,win_score,lose_score,final_score
718312,2023-05-04,Baltimore Orioles,13,10,Kansas City Royals,Baltimore Orioles,Kansas City Royals,13,10,13-10
718310,2023-05-04,Minnesota Twins,7,3,Chicago White Sox,Minnesota Twins,Chicago White Sox,7,3,7-3
718313,2023-05-04,Milwaukee Brewers,6,9,Colorado Rockies,Colorado Rockies,Milwaukee Brewers,9,6,9-6
718304,2023-05-04,Seattle Mariners,5,3,Oakland Athletics,Seattle Mariners,Oakland Athletics,5,3,5-3
718308,2023-05-04,Atlanta Braves,6,3,Miami Marlins,Atlanta Braves,Miami Marlins,6,3,6-3
718316,2023-05-04,Toronto Blue Jays,5,11,Boston Red Sox,Boston Red Sox,Toronto Blue Jays,11,5,11-5
718303,2023-05-05,Miami Marlins,1,4,Chicago Cubs,Chicago Cubs,Miami Marlins,4,1,4-1
718307,2023-05-05,Toronto Blue Jays,4,0,Pittsburgh Pirates,Toronto Blue Jays,Pittsburgh Pirates,4,0,4-0
718305,2023-05-05,Chicago White Sox,5,4,Cincinnati Reds,Chicago White Sox,Cincinnati Reds,5,4,5-4
718300,2023-05-05,New York Yankees,4,5,Tampa Bay Rays,Tampa Bay Rays,New York Yankees,5,4,5-4
718301,2023-05-05,Boston Red Sox,5,3,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies,5,3,5-3
718302,2023-05-05,Colorado Rockies,0,1,New York Mets,New York Mets,Colorado Rockies,1,0,1-0
718306,2023-05-05,Minnesota Twins,2,0,Cleveland Guardians,Minnesota Twins,Cleveland Guardians,2,0,2-0
718298,2023-05-05,Baltimore Orioles,9,4,Atlanta Braves,Baltimore Orioles,Atlanta Braves,9,4,9-4
718299,2023-05-05,Oakland Athletics,12,8,Kansas City Royals,Oakland Athletics,Kansas City Royals,12,8,12-8
718292,2023-05-05,Detroit Tigers,5,4,St. Louis Cardinals,Detroit Tigers,St. Louis Cardinals,5,4,5-4
718294,2023-05-05,Texas Rangers,4,5,Los Angeles Angels,Los Angeles Angels,Texas Rangers,5,4,5-4
718296,2023-05-05,Washington Nationals,1,3,Arizona Diamondbacks,Arizona Diamondbacks,Washington Nationals,3,1,3-1
718295,2023-05-05,Los Angeles Dodgers,2,5,San Diego Padres,San Diego Padres,Los Angeles Dodgers,5,2,5-2
718297,2023-05-05,Houston Astros,6,4,Seattle Mariners,Houston Astros,Seattle Mariners,6,4,6-4
718293,2023-05-05,Milwaukee Brewers,4,6,San Francisco Giants,San Francisco Giants,Milwaukee Brewers,6,4,6-4
718288,2023-05-06,Detroit Tigers,6,5,St. Louis Cardinals,Detroit Tigers,St. Louis Cardinals,6,5,6-5
718289,2023-05-06,Miami Marlins,2,4,Chicago Cubs,Chicago Cubs,Miami Marlins,4,2,4-2
718290,2023-05-06,Colorado Rockies,5,2,New York Mets,Colorado Rockies,New York Mets,5,2,5-2
718291,2023-05-06,New York Yankees,3,2,Tampa Bay Rays,New York Yankees,Tampa Bay Rays,3,2,3-2
718285,2023-05-06,Minnesota Twins,3,4,Cleveland Guardians,Cleveland Guardians,Minnesota Twins,4,3,4-3
718286,2023-05-06,Toronto Blue Jays,8,2,Pittsburgh Pirates,Toronto Blue Jays,Pittsburgh Pirates,8,2,8-2
718281,2023-05-06,Chicago White Sox,3,5,Cincinnati Reds,Cincinnati Reds,Chicago White Sox,5,3,5-3
718280,2023-05-06,Oakland Athletics,5,4,Kansas City Royals,Oakland Athletics,Kansas City Royals,5,4,5-4
718284,2023-05-06,Boston Red Sox,7,4,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies,7,4,7-4
718283,2023-05-06,Baltimore Orioles,4,5,Atlanta Braves,Atlanta Braves,Baltimore Orioles,5,4,5-4
718287,2023-05-06,Milwaukee Brewers,1,4,San Francisco Giants,San Francisco Giants,Milwaukee Brewers,4,1,4-1
718282,2023-05-06,Washington Nationals,7,8,Arizona Diamondbacks,Arizona Diamondbacks,Washington Nationals,8,7,8-7
718279,2023-05-06,Los Angeles Dodgers,2,1,San Diego Padres,Los Angeles Dodgers,San Diego Padres,2,1,2-1
718275,2023-05-06,Texas Rangers,10,1,Los Angeles Angels,Texas Rangers,Los Angeles Angels,10,1,10-1
718274,2023-05-06,Houston Astros,5,7,Seattle Mariners,Seattle Mariners,Houston Astros,7,5,7-5
718277,2023-05-07,Baltimore Orioles,2,3,Atlanta Braves,Atlanta Braves,Baltimore Orioles,3,2,3-2
718278,2023-05-07,Toronto Blue Jays,10,1,Pittsburgh Pirates,Toronto Blue Jays,Pittsburgh Pirates,10,1,10-1
718270,2023-05-07,Boston Red Sox,1,6,Philadelphia Phillies,Philadelphia Phillies,Boston Red Sox,6,1,6-1
718276,2023-05-07,Colorado Rockies,13,6,New York Mets,Colorado Rockies,New York Mets,13,6,13-6
718273,2023-05-07,Minnesota Twins,0,2,Cleveland Guardians,Cleveland Guardians,Minnesota Twins,2,0,2-0
718271,2023-05-07,New York Yankees,7,8,Tampa Bay Rays,Tampa Bay Rays,New York Yankees,8,7,8-7
718268,2023-05-07,Oakland Athletics,1,5,Kansas City Royals,Kansas City Royals,Oakland Athletics,5,1,5-1
718272,2023-05-07,Detroit Tigers,6,12,St. Louis Cardinals,St. Louis Cardinals,Detroit Tigers,12,6,12-6
718269,2023-05-07,Miami Marlins,5,4,Chicago Cubs,Miami Marlins,Chicago Cubs,5,4,5-4
718267,2023-05-07,Milwaukee Brewers,7,3,San Francisco Giants,Milwaukee Brewers,San Francisco Giants,7,3,7-3
718264,2023-05-07,Texas Rangers,16,8,Los Angeles Angels,Texas Rangers,Los Angeles Angels,16,8,16-8
718263,2023-05-07,Washington Nationals,9,8,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks,9,8,9-8
718265,2023-05-07,Houston Astros,1,3,Seattle Mariners,Seattle Mariners,Houston Astros,3,1,3-1
718262,2023-05-07,Chicago White Sox,17,4,Cincinnati Reds,Chicago White Sox,Cincinnati Reds,17,4,17-4
718266,2023-05-07,Los Angeles Dodgers,5,2,San Diego Padres,Los Angeles Dodgers,San Diego Padres,5,2,5-2
718261,2023-05-08,Detroit Tigers,6,2,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,6,2,6-2
718258,2023-05-08,Colorado Rockies,0,2,Pittsburgh Pirates,Pittsburgh Pirates,Colorado Rockies,2,0,2-0
718259,2023-05-08,Tampa Bay Rays,3,0,Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles,3,0,3-0
718255,2023-05-08,Oakland Athletics,2,7,New York Yankees,New York Yankees,Oakland Athletics,7,2,7-2
718256,2023-05-08,St. Louis Cardinals,3,1,Chicago Cubs,St. Louis Cardinals,Chicago Cubs,3,1,3-1
718253,2023-05-08,Chicago White Sox,5,12,Kansas City Royals,Kansas City Royals,Chicago White Sox,12,5,12-5
718257,2023-05-08,Los Angeles Dodgers,3,9,Milwaukee Brewers,Milwaukee Brewers,Los Angeles Dodgers,9,3,9-3
718254,2023-05-08,Houston Astros,4,6,Los Angeles Angels,Los Angeles Angels,Houston Astros,6,4,6-4
718251,2023-05-08,Texas Rangers,2,1,Seattle Mariners,Texas Rangers,Seattle Mariners,2,1,2-1
718249,2023-05-08,Miami Marlins,2,5,Arizona Diamondbacks,Arizona Diamondbacks,Miami Marlins,5,2,5-2
718260,2023-05-08,Washington Nationals,5,1,San Francisco Giants,Washington Nationals,San Francisco Giants,5,1,5-1
718248,2023-05-09,Detroit Tigers,0,2,Cleveland Guardians,Cleveland Guardians,Detroit Tigers,2,0,2-0
718252,2023-05-09,Colorado Rockies,10,1,Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,10,1,10-1
718246,2023-05-09,Tampa Bay Rays,2,4,Baltimore Orioles,Baltimore Orioles,Tampa Bay Rays,4,2,4-2
718243,2023-05-09,New York Mets,6,7,Cincinnati Reds,Cincinnati Reds,New York Mets,7,6,7-6
718244,2023-05-09,Toronto Blue Jays,4,8,Philadelphia Phillies,Philadelphia Phillies,Toronto Blue Jays,8,4,8-4
718247,2023-05-09,Oakland Athletics,5,10,New York Yankees,New York Yankees,Oakland Athletics,10,5,10-5
718245,2023-05-09,Boston Red Sox,3,9,Atlanta Braves,Atlanta Braves,Boston Red Sox,9,3,9-3
718240,2023-05-09,St. Louis Cardinals,6,4,Chicago Cubs,St. Louis Cardinals,Chicago Cubs,6,4,6-4
718242,2023-05-09,San Diego Padres,6,1,Minnesota Twins,San Diego Padres,Minnesota Twins,6,1,6-1
718238,2023-05-09,Chicago White Sox,4,2,Kansas City Royals,Chicago White Sox,Kansas City Royals,4,2,4-2
718241,2023-05-09,Los Angeles Dodgers,6,2,Milwaukee Brewers,Los Angeles Dodgers,Milwaukee Brewers,6,2,6-2
718237,2023-05-09,Houston Astros,3,1,Los Angeles Angels,Houston Astros,Los Angeles Angels,3,1,3-1
718239,2023-05-09,Texas Rangers,0,5,Seattle Mariners,Seattle Mariners,Texas Rangers,5,0,5-0
718236,2023-05-09,Miami Marlins,6,2,Arizona Diamondbacks,Miami Marlins,Arizona Diamondbacks,6,2,6-2
718250,2023-05-09,Washington Nationals,1,4,San Francisco Giants,San Francisco Giants,Washington Nationals,4,1,4-1
718231,2023-05-10,Colorado Rockies,4,3,Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,4,3,4-3
718232,2023-05-10,Oakland Athletics,3,11,New York Yankees,New York Yankees,Oakland Athletics,11,3,11-3
718234,2023-05-10,Detroit Tigers,5,0,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,5,0,5-0
718228,2023-05-10,Los Angeles Dodgers,8,1,Milwaukee Brewers,Los Angeles Dodgers,Milwaukee Brewers,8,1,8-1
718229,2023-05-10,Texas Rangers,4,3,Seattle Mariners,Texas Rangers,Seattle Mariners,4,3,4-3
718226,2023-05-10,Miami Marlins,5,4,Arizona Diamondbacks,Miami Marlins,Arizona Diamondbacks,5,4,5-4
718230,2023-05-10,Washington Nationals,11,6,San Francisco Giants,Washington Nationals,San Francisco Giants,11,6,11-6
718233,2023-05-10,Toronto Blue Jays,1,2,Philadelphia Phillies,Philadelphia Phillies,Toronto Blue Jays,2,1,2-1
718235,2023-05-10,Houston Astros,5,4,Los Angeles Angels,Houston Astros,Los Angeles Angels,5,4,5-4
718227,2023-05-10,Tampa Bay Rays,1,2,Baltimore Orioles,Baltimore Orioles,Tampa Bay Rays,2,1,2-1
718225,2023-05-10,New York Mets,2,1,Cincinnati Reds,New York Mets,Cincinnati Reds,2,1,2-1
718220,2023-05-10,Boston Red Sox,5,2,Atlanta Braves,Boston Red Sox,Atlanta Braves,5,2,5-2
718221,2023-05-10,St. Louis Cardinals,4,10,Chicago Cubs,Chicago Cubs,St. Louis Cardinals,10,4,10-4
718224,2023-05-10,San Diego Padres,3,4,Minnesota Twins,Minnesota Twins,San Diego Padres,4,3,4-3
718222,2023-05-10,Chicago White Sox,1,9,Kansas City Royals,Kansas City Royals,Chicago White Sox,9,1,9-1
718223,2023-05-11,New York Mets,0,5,Cincinnati Reds,Cincinnati Reds,New York Mets,5,0,5-0
718216,2023-05-11,San Diego Padres,3,5,Minnesota Twins,Minnesota Twins,San Diego Padres,5,3,5-3
718218,2023-05-11,Chicago White Sox,3,4,Kansas City Royals,Kansas City Royals,Chicago White Sox,4,3,4-3
718219,2023-05-11,Tampa Bay Rays,8,2,New York Yankees,Tampa Bay Rays,New York Yankees,8,2,8-2
718215,2023-05-11,San Francisco Giants,6,2,Arizona Diamondbacks,San Francisco Giants,Arizona Diamondbacks,6,2,6-2
718217,2023-05-11,Texas Rangers,4,0,Oakland Athletics,Texas Rangers,Oakland Athletics,4,0,4-0
718208,2023-05-12,Seattle Mariners,9,2,Detroit Tigers,Seattle Mariners,Detroit Tigers,9,2,9-2
718212,2023-05-12,Cincinnati Reds,7,4,Miami Marlins,Cincinnati Reds,Miami Marlins,7,4,7-4
718214,2023-05-12,New York Mets,3,2,Washington Nationals,New York Mets,Washington Nationals,3,2,3-2
718213,2023-05-12,Pittsburgh Pirates,3,6,Baltimore Orioles,Baltimore Orioles,Pittsburgh Pirates,6,3,6-3
718210,2023-05-12,Tampa Bay Rays,5,6,New York Yankees,New York Yankees,Tampa Bay Rays,6,5,6-5
718206,2023-05-12,Atlanta Braves,0,3,Toronto Blue Jays,Toronto Blue Jays,Atlanta Braves,3,0,3-0
718205,2023-05-12,Los Angeles Angels,5,4,Cleveland Guardians,Los Angeles Angels,Cleveland Guardians,5,4,5-4
718211,2023-05-12,St. Louis Cardinals,8,6,Boston Red Sox,St. Louis Cardinals,Boston Red Sox,8,6,8-6
718209,2023-05-12,Chicago Cubs,6,2,Minnesota Twins,Chicago Cubs,Minnesota Twins,6,2,6-2
718207,2023-05-12,Houston Astros,5,1,Chicago White Sox,Houston Astros,Chicago White Sox,5,1,5-1
718204,2023-05-12,Kansas City Royals,1,5,Milwaukee Brewers,Milwaukee Brewers,Kansas City Royals,5,1,5-1
718202,2023-05-12,Philadelphia Phillies,6,3,Colorado Rockies,Philadelphia Phillies,Colorado Rockies,6,3,6-3
718199,2023-05-12,San Francisco Giants,5,7,Arizona Diamondbacks,Arizona Diamondbacks,San Francisco Giants,7,5,7-5
718200,2023-05-12,Texas Rangers,7,9,Oakland Athletics,Oakland Athletics,Texas Rangers,9,7,9-7
718201,2023-05-12,San Diego Padres,2,4,Los Angeles Dodgers,Los Angeles Dodgers,San Diego Padres,4,2,4-2
718197,2023-05-13,Tampa Bay Rays,8,9,New York Yankees,New York Yankees,Tampa Bay Rays,9,8,9-8
718194,2023-05-13,Seattle Mariners,5,0,Detroit Tigers,Seattle Mariners,Detroit Tigers,5,0,5-0
718198,2023-05-13,Cincinnati Reds,6,5,Miami Marlins,Cincinnati Reds,Miami Marlins,6,5,6-5
718195,2023-05-13,Chicago Cubs,1,11,Minnesota Twins,Minnesota Twins,Chicago Cubs,11,1,11-1
718192,2023-05-13,Atlanta Braves,2,5,Toronto Blue Jays,Toronto Blue Jays,Atlanta Braves,5,2,5-2
718203,2023-05-13,New York Mets,2,3,Washington Nationals,Washington Nationals,New York Mets,3,2,3-2
718190,2023-05-13,Texas Rangers,5,0,Oakland Athletics,Texas Rangers,Oakland Athletics,5,0,5-0
718196,2023-05-13,St. Louis Cardinals,4,3,Boston Red Sox,St. Louis Cardinals,Boston Red Sox,4,3,4-3
718191,2023-05-13,Los Angeles Angels,6,8,Cleveland Guardians,Cleveland Guardians,Los Angeles Angels,8,6,8-6
718193,2023-05-13,Pittsburgh Pirates,0,2,Baltimore Orioles,Baltimore Orioles,Pittsburgh Pirates,2,0,2-0
718183,2023-05-13,Kansas City Royals,3,4,Milwaukee Brewers,Milwaukee Brewers,Kansas City Royals,4,3,4-3
718185,2023-05-13,San Diego Padres,2,4,Los Angeles Dodgers,Los Angeles Dodgers,San Diego Padres,4,2,4-2
718189,2023-05-13,Houston Astros,1,3,Chicago White Sox,Chicago White Sox,Houston Astros,3,1,3-1
718184,2023-05-13,San Francisco Giants,2,7,Arizona Diamondbacks,Arizona Diamondbacks,San Francisco Giants,7,2,7-2
718188,2023-05-13,Philadelphia Phillies,7,4,Colorado Rockies,Philadelphia Phillies,Colorado Rockies,7,4,7-4
718182,2023-05-14,Los Angeles Angels,3,4,Cleveland Guardians,Cleveland Guardians,Los Angeles Angels,4,3,4-3
718203,2023-05-13,New York Mets,2,3,Washington Nationals,Washington Nationals,New York Mets,3,2,3-2
718179,2023-05-14,Pittsburgh Pirates,4,0,Baltimore Orioles,Pittsburgh Pirates,Baltimore Orioles,4,0,4-0
718180,2023-05-14,Tampa Bay Rays,8,7,New York Yankees,Tampa Bay Rays,New York Yankees,8,7,8-7
718181,2023-05-14,Atlanta Braves,5,6,Toronto Blue Jays,Toronto Blue Jays,Atlanta Braves,6,5,6-5
718173,2023-05-14,Seattle Mariners,3,5,Detroit Tigers,Detroit Tigers,Seattle Mariners,5,3,5-3
718178,2023-05-14,Cincinnati Reds,1,3,Miami Marlins,Miami Marlins,Cincinnati Reds,3,1,3-1
718175,2023-05-14,Chicago Cubs,3,16,Minnesota Twins,Minnesota Twins,Chicago Cubs,16,3,16-3
718176,2023-05-14,Houston Astros,4,3,Chicago White Sox,Houston Astros,Chicago White Sox,4,3,4-3
718177,2023-05-14,Kansas City Royals,6,9,Milwaukee Brewers,Milwaukee Brewers,Kansas City Royals,9,6,9-6
718174,2023-05-14,Philadelphia Phillies,0,4,Colorado Rockies,Colorado Rockies,Philadelphia Phillies,4,0,4-0
718172,2023-05-14,Texas Rangers,11,3,Oakland Athletics,Texas Rangers,Oakland Athletics,11,3,11-3
718168,2023-05-14,San Diego Padres,0,4,Los Angeles Dodgers,Los Angeles Dodgers,San Diego Padres,4,0,4-0
718169,2023-05-14,San Francisco Giants,1,2,Arizona Diamondbacks,Arizona Diamondbacks,San Francisco Giants,2,1,2-1
718186,2023-05-14,New York Mets,8,2,Washington Nationals,New York Mets,Washington Nationals,8,2,8-2
718187,2023-05-14,St. Louis Cardinals,9,1,Boston Red Sox,St. Louis Cardinals,Boston Red Sox,9,1,9-1
718167,2023-05-15,New York Mets,3,10,Washington Nationals,Washington Nationals,New York Mets,10,3,10-3
718171,2023-05-15,Los Angeles Angels,9,5,Baltimore Orioles,Los Angeles Angels,Baltimore Orioles,9,5,9-5
718164,2023-05-15,New York Yankees,7,4,Toronto Blue Jays,New York Yankees,Toronto Blue Jays,7,4,7-4
718163,2023-05-15,Seattle Mariners,10,1,Boston Red Sox,Seattle Mariners,Boston Red Sox,10,1,10-1
718166,2023-05-15,Milwaukee Brewers,1,18,St. Louis Cardinals,St. Louis Cardinals,Milwaukee Brewers,18,1,18-1
718165,2023-05-15,Atlanta Braves,12,0,Texas Rangers,Atlanta Braves,Texas Rangers,12,0,12-0
718158,2023-05-15,Chicago Cubs,4,6,Houston Astros,Houston Astros,Chicago Cubs,6,4,6-4
718161,2023-05-15,Cincinnati Reds,8,9,Colorado Rockies,Colorado Rockies,Cincinnati Reds,9,8,9-8
718160,2023-05-15,Arizona Diamondbacks,5,2,Oakland Athletics,Arizona Diamondbacks,Oakland Athletics,5,2,5-2
718162,2023-05-15,Kansas City Royals,0,4,San Diego Padres,San Diego Padres,Kansas City Royals,4,0,4-0
718170,2023-05-15,Philadelphia Phillies,3,6,San Francisco Giants,San Francisco Giants,Philadelphia Phillies,6,3,6-3
718159,2023-05-15,Minnesota Twins,8,9,Los Angeles Dodgers,Los Angeles Dodgers,Minnesota Twins,9,8,9-8
718154,2023-05-16,Los Angeles Angels,3,7,Baltimore Orioles,Baltimore Orioles,Los Angeles Angels,7,3,7-3
718155,2023-05-16,Pittsburgh Pirates,0,4,Detroit Tigers,Detroit Tigers,Pittsburgh Pirates,4,0,4-0
718153,2023-05-16,Washington Nationals,4,5,Miami Marlins,Miami Marlins,Washington Nationals,5,4,5-4
718157,2023-05-16,New York Yankees,6,3,Toronto Blue Jays,New York Yankees,Toronto Blue Jays,6,3,6-3
718149,2023-05-16,Seattle Mariners,4,9,Boston Red Sox,Boston Red Sox,Seattle Mariners,9,4,9-4
718150,2023-05-16,Tampa Bay Rays,8,5,New York Mets,Tampa Bay Rays,New York Mets,8,5,8-5
718151,2023-05-16,Milwaukee Brewers,3,2,St. Louis Cardinals,Milwaukee Brewers,St. Louis Cardinals,3,2,3-2
718148,2023-05-16,Atlanta Braves,4,7,Texas Rangers,Texas Rangers,Atlanta Braves,7,4,7-4
718152,2023-05-16,Chicago Cubs,3,7,Houston Astros,Houston Astros,Chicago Cubs,7,3,7-3
718147,2023-05-16,Cleveland Guardians,3,8,Chicago White Sox,Chicago White Sox,Cleveland Guardians,8,3,8-3
718145,2023-05-16,Cincinnati Reds,3,1,Colorado Rockies,Cincinnati Reds,Colorado Rockies,3,1,3-1
718146,2023-05-16,Arizona Diamondbacks,8,9,Oakland Athletics,Oakland Athletics,Arizona Diamondbacks,9,8,9-8
718144,2023-05-16,Kansas City Royals,5,4,San Diego Padres,Kansas City Royals,San Diego Padres,5,4,5-4
718156,2023-05-16,Philadelphia Phillies,3,4,San Francisco Giants,San Francisco Giants,Philadelphia Phillies,4,3,4-3
718141,2023-05-16,Minnesota Twins,5,1,Los Angeles Dodgers,Minnesota Twins,Los Angeles Dodgers,5,1,5-1
718142,2023-05-17,Pittsburgh Pirates,8,0,Detroit Tigers,Pittsburgh Pirates,Detroit Tigers,8,0,8-0
718138,2023-05-17,Cincinnati Reds,6,11,Colorado Rockies,Colorado Rockies,Cincinnati Reds,11,6,11-6
718136,2023-05-17,Minnesota Twins,3,7,Los Angeles Dodgers,Los Angeles Dodgers,Minnesota Twins,7,3,7-3
718139,2023-05-17,Arizona Diamondbacks,5,3,Oakland Athletics,Arizona Diamondbacks,Oakland Athletics,5,3,5-3
718143,2023-05-17,Philadelphia Phillies,4,7,San Francisco Giants,San Francisco Giants,Philadelphia Phillies,7,4,7-4
718140,2023-05-17,Kansas City Royals,4,3,San Diego Padres,Kansas City Royals,San Diego Padres,4,3,4-3
718137,2023-05-17,Los Angeles Angels,1,3,Baltimore Orioles,Baltimore Orioles,Los Angeles Angels,3,1,3-1
718132,2023-05-17,Washington Nationals,3,4,Miami Marlins,Miami Marlins,Washington Nationals,4,3,4-3
718134,2023-05-17,New York Yankees,0,3,Toronto Blue Jays,Toronto Blue Jays,New York Yankees,3,0,3-0
718133,2023-05-17,Seattle Mariners,3,12,Boston Red Sox,Boston Red Sox,Seattle Mariners,12,3,12-3
718135,2023-05-17,Tampa Bay Rays,7,8,New York Mets,New York Mets,Tampa Bay Rays,8,7,8-7
718131,2023-05-17,Milwaukee Brewers,0,3,St. Louis Cardinals,St. Louis Cardinals,Milwaukee Brewers,3,0,3-0
718126,2023-05-17,Atlanta Braves,6,5,Texas Rangers,Atlanta Braves,Texas Rangers,6,5,6-5
718127,2023-05-17,Chicago Cubs,6,7,Houston Astros,Houston Astros,Chicago Cubs,7,6,7-6
718129,2023-05-17,Cleveland Guardians,2,7,Chicago White Sox,Chicago White Sox,Cleveland Guardians,7,2,7-2
718128,2023-05-18,Los Angeles Angels,6,5,Baltimore Orioles,Los Angeles Angels,Baltimore Orioles,6,5,6-5
718122,2023-05-18,Tampa Bay Rays,2,3,New York Mets,New York Mets,Tampa Bay Rays,3,2,3-2
718130,2023-05-18,Washington Nationals,3,5,Miami Marlins,Miami Marlins,Washington Nationals,5,3,5-3
718125,2023-05-18,Cleveland Guardians,3,1,Chicago White Sox,Cleveland Guardians,Chicago White Sox,3,1,3-1
718121,2023-05-18,New York Yankees,4,2,Toronto Blue Jays,New York Yankees,Toronto Blue Jays,4,2,4-2
718124,2023-05-18,Los Angeles Dodgers,8,16,St. Louis Cardinals,St. Louis Cardinals,Los Angeles Dodgers,16,8,16-8
718118,2023-05-19,Arizona Diamondbacks,3,13,Pittsburgh Pirates,Pittsburgh Pirates,Arizona Diamondbacks,13,3,13-3
718120,2023-05-19,New York Yankees,6,2,Cincinnati Reds,New York Yankees,Cincinnati Reds,6,2,6-2
718117,2023-05-19,Milwaukee Brewers,0,1,Tampa Bay Rays,Tampa Bay Rays,Milwaukee Brewers,1,0,1-0
718123,2023-05-19,Detroit Tigers,8,6,Washington Nationals,Detroit Tigers,Washington Nationals,8,6,8-6
718116,2023-05-19,Chicago Cubs,10,1,Philadelphia Phillies,Chicago Cubs,Philadelphia Phillies,10,1,10-1
718115,2023-05-19,Baltimore Orioles,6,2,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,6,2,6-2
718119,2023-05-19,Cleveland Guardians,9,10,New York Mets,New York Mets,Cleveland Guardians,10,9,10-9
718110,2023-05-19,Seattle Mariners,2,6,Atlanta Braves,Atlanta Braves,Seattle Mariners,6,2,6-2
718114,2023-05-19,Colorado Rockies,2,7,Texas Rangers,Texas Rangers,Colorado Rockies,7,2,7-2
718112,2023-05-19,Oakland Athletics,1,5,Houston Astros,Houston Astros,Oakland Athletics,5,1,5-1
718111,2023-05-19,Kansas City Royals,0,2,Chicago White Sox,Chicago White Sox,Kansas City Royals,2,0,2-0
718113,2023-05-19,Los Angeles Dodgers,5,0,St. Louis Cardinals,Los Angeles Dodgers,St. Louis Cardinals,5,0,5-0
718106,2023-05-19,Minnesota Twins,4,5,Los Angeles Angels,Los Angeles Angels,Minnesota Twins,5,4,5-4
718107,2023-05-19,Boston Red Sox,6,1,San Diego Padres,Boston Red Sox,San Diego Padres,6,1,6-1
718105,2023-05-19,Miami Marlins,3,4,San Francisco Giants,San Francisco Giants,Miami Marlins,4,3,4-3
718104,2023-05-20,Kansas City Royals,1,5,Chicago White Sox,Chicago White Sox,Kansas City Royals,5,1,5-1
718102,2023-05-20,Baltimore Orioles,6,5,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,6,5,6-5
718108,2023-05-20,Detroit Tigers,2,5,Washington Nationals,Washington Nationals,Detroit Tigers,5,2,5-2
718101,2023-05-20,Arizona Diamondbacks,4,3,Pittsburgh Pirates,Arizona Diamondbacks,Pittsburgh Pirates,4,3,4-3
718100,2023-05-20,Colorado Rockies,5,11,Texas Rangers,Texas Rangers,Colorado Rockies,11,5,11-5
718097,2023-05-20,Chicago Cubs,3,12,Philadelphia Phillies,Philadelphia Phillies,Chicago Cubs,12,3,12-3
718103,2023-05-20,Miami Marlins,1,0,San Francisco Giants,Miami Marlins,San Francisco Giants,1,0,1-0
718098,2023-05-20,Oakland Athletics,2,3,Houston Astros,Houston Astros,Oakland Athletics,3,2,3-2
718095,2023-05-20,New York Yankees,7,4,Cincinnati Reds,New York Yankees,Cincinnati Reds,7,4,7-4
718093,2023-05-20,Milwaukee Brewers,4,8,Tampa Bay Rays,Tampa Bay Rays,Milwaukee Brewers,8,4,8-4
718109,2023-05-20,Los Angeles Dodgers,5,6,St. Louis Cardinals,St. Louis Cardinals,Los Angeles Dodgers,6,5,6-5
718094,2023-05-20,Seattle Mariners,7,3,Atlanta Braves,Seattle Mariners,Atlanta Braves,7,3,7-3
718096,2023-05-20,Minnesota Twins,6,2,Los Angeles Angels,Minnesota Twins,Los Angeles Angels,6,2,6-2
718092,2023-05-20,Boston Red Sox,4,2,San Diego Padres,Boston Red Sox,San Diego Padres,4,2,4-2
718085,2023-05-21,New York Yankees,4,1,Cincinnati Reds,New York Yankees,Cincinnati Reds,4,1,4-1
718089,2023-05-21,Detroit Tigers,4,6,Washington Nationals,Washington Nationals,Detroit Tigers,6,4,6-4
718091,2023-05-21,Arizona Diamondbacks,8,3,Pittsburgh Pirates,Arizona Diamondbacks,Pittsburgh Pirates,8,3,8-3
718088,2023-05-21,Chicago Cubs,1,2,Philadelphia Phillies,Philadelphia Phillies,Chicago Cubs,2,1,2-1
718090,2023-05-21,Seattle Mariners,2,3,Atlanta Braves,Atlanta Braves,Seattle Mariners,3,2,3-2
718087,2023-05-21,Baltimore Orioles,8,3,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,8,3,8-3
718099,2023-05-21,Cleveland Guardians,4,5,New York Mets,New York Mets,Cleveland Guardians,5,4,5-4
718082,2023-05-21,Cleveland Guardians,1,2,New York Mets,New York Mets,Cleveland Guardians,2,1,2-1
718081,2023-05-21,Milwaukee Brewers,6,4,Tampa Bay Rays,Milwaukee Brewers,Tampa Bay Rays,6,4,6-4
718086,2023-05-21,Oakland Athletics,0,2,Houston Astros,Houston Astros,Oakland Athletics,2,0,2-0
718084,2023-05-21,Kansas City Royals,2,5,Chicago White Sox,Chicago White Sox,Kansas City Royals,5,2,5-2
718083,2023-05-21,Los Angeles Dodgers,5,10,St. Louis Cardinals,St. Louis Cardinals,Los Angeles Dodgers,10,5,10-5
718076,2023-05-21,Colorado Rockies,3,13,Texas Rangers,Texas Rangers,Colorado Rockies,13,3,13-3
